success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant,stimulus,response,Category,Concept,T1,T2,CorrectAnswer,correct,reflection1,reflection2,file_name
NA,1975,html-keyboard-response,74,2.0.0,643460,pt0qmzpyrnd,badger,<b><font size=6>Mushrooms can die.</font></b>,z,Physiology,Death,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1757,html-keyboard-response,75,2.0.0,645718,pt0qmzpyrnd,badger,<b><font size=6>Plants turn food into energy.</font></b>,z,Physiology,Metabolism,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,2744,html-keyboard-response,76,2.0.0,648963,pt0qmzpyrnd,badger,<b><font size=6>The sun is alive.</font></b>,m,Physiology,Life,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,4357,html-keyboard-response,77,2.0.0,653822,pt0qmzpyrnd,badger,<b><font size=6>A baby can be identical to an older sibling.</font></b>,m,Physiology,Kinship,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1931,html-keyboard-response,78,2.0.0,656255,pt0qmzpyrnd,badger,<b><font size=6>Tigers can reproduce.</font></b>,z,Physiology,Reproduction,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,2108,html-keyboard-response,79,2.0.0,658864,pt0qmzpyrnd,badger,<b><font size=6>Clouds can die.</font></b>,m,Physiology,Death,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1492,html-keyboard-response,80,2.0.0,660857,pt0qmzpyrnd,badger,<b><font size=6>Coral is alive.</font></b>,z,Physiology,Life,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,2156,html-keyboard-response,81,2.0.0,663515,pt0qmzpyrnd,badger,<b><font size=6>A baby can be a niece or a nephew.</font></b>,z,Physiology,Kinship,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,2643,html-keyboard-response,82,2.0.0,666660,pt0qmzpyrnd,badger,<b><font size=6>Bacteria turn food into energy.</font></b>,m,Physiology,Metabolism,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,2837,html-keyboard-response,83,2.0.0,669998,pt0qmzpyrnd,badger,<b><font size=6>Rocks turn food into energy.</font></b>,m,Physiology,Metabolism,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1276,html-keyboard-response,84,2.0.0,671775,pt0qmzpyrnd,badger,<b><font size=6>Fish are alive.</font></b>,z,Physiology,Life,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1352,html-keyboard-response,85,2.0.0,673630,pt0qmzpyrnd,badger,<b><font size=6>Rocks are alive.</font></b>,m,Physiology,Life,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1563,html-keyboard-response,86,2.0.0,675695,pt0qmzpyrnd,badger,<b><font size=6>Screwdrivers can die.</font></b>,m,Physiology,Death,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,2558,html-keyboard-response,87,2.0.0,678756,pt0qmzpyrnd,badger,<b><font size=6>A baby can be a mother or a father.</font></b>,z,Physiology,Kinship,FALSE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,2469,html-keyboard-response,88,2.0.0,681727,pt0qmzpyrnd,badger,<b><font size=6>Caterpillars can reproduce.</font></b>,m,Physiology,Reproduction,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,NA,html-keyboard-response,89,2.0.0,683930,pt0qmzpyrnd,badger,<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Mechanics</font></b>,null,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,6345,html-keyboard-response,90,2.0.0,690779,pt0qmzpyrnd,badger,<b><font size=6>A moving bullet loses speed.</font></b>,z,Mechanics,Velocity,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,4623,html-keyboard-response,91,2.0.0,695905,pt0qmzpyrnd,badger,<b><font size=6>Anvils fall through air faster than feathers.</font></b>,z,Mechanics,Gravity,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,2330,html-keyboard-response,92,2.0.0,698737,pt0qmzpyrnd,badger,<b><font size=6>Constant acceleration requires constant force.</font></b>,z,Mechanics,Acceleration,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,3429,html-keyboard-response,93,2.0.0,702668,pt0qmzpyrnd,badger,<b><font size=6>A moving bullet loses height.</font></b>,m,Mechanics,Velocity,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1987,html-keyboard-response,94,2.0.0,705157,pt0qmzpyrnd,badger,<b><font size=6>A moving bullet loses force.</font></b>,m,Mechanics,Velocity,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,2933,html-keyboard-response,95,2.0.0,708592,pt0qmzpyrnd,badger,<b><font size=6>Energy can be transferred from one object to another.</font></b>,z,Mechanics,Momentum,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1494,html-keyboard-response,96,2.0.0,710588,pt0qmzpyrnd,badger,<b><font size=6>Constant motion requires constant force.</font></b>,z,Mechanics,Acceleration,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1306,html-keyboard-response,97,2.0.0,712396,pt0qmzpyrnd,badger,<b><font size=6>Forces can be straight or curved.</font></b>,z,Mechanics,Force,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1719,html-keyboard-response,98,2.0.0,714617,pt0qmzpyrnd,badger,<b><font size=6>A moving bullet loses weight.</font></b>,m,Mechanics,Velocity,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1702,html-keyboard-response,99,2.0.0,716821,pt0qmzpyrnd,badger,<b><font size=6>Forces can be male or female.</font></b>,m,Mechanics,Force,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,5429,html-keyboard-response,100,2.0.0,722751,pt0qmzpyrnd,badger,<b><font size=6>Bright objects fall through air faster than dark objects.</font></b>,m,Mechanics,Gravity,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1604,html-keyboard-response,101,2.0.0,724858,pt0qmzpyrnd,badger,<b><font size=6>Forces can be strong or weak.</font></b>,z,Mechanics,Force,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1930,html-keyboard-response,102,2.0.0,727290,pt0qmzpyrnd,badger,<b><font size=6>Heavy balls fall through air faster than light balls.</font></b>,z,Mechanics,Gravity,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1772,html-keyboard-response,103,2.0.0,729564,pt0qmzpyrnd,badger,<b><font size=6>Forces can be balanced or unbalanced.</font></b>,z,Mechanics,Force,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,2578,html-keyboard-response,104,2.0.0,732644,pt0qmzpyrnd,badger,<b><font size=6>Constant force can yield constant rest.</font></b>,z,Mechanics,Acceleration,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1402,html-keyboard-response,105,2.0.0,734547,pt0qmzpyrnd,badger,<b><font size=6>Constant speed requires constant acceleration.</font></b>,z,Mechanics,Acceleration,FALSE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,5653,html-keyboard-response,106,2.0.0,740703,pt0qmzpyrnd,badger,<b><font size=6>Forces can be transferred from one object to another.</font></b>,z,Mechanics,Momentum,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,3186,html-keyboard-response,107,2.0.0,744390,pt0qmzpyrnd,badger,<b><font size=6>Pointy objects fall through air faster than flat objects.</font></b>,z,Mechanics,Gravity,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,1519,html-keyboard-response,108,2.0.0,746411,pt0qmzpyrnd,badger,<b><font size=6>Momentum can be transferred from one object to another.</font></b>,z,Mechanics,Momentum,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,639,html-keyboard-response,109,2.0.0,747553,pt0qmzpyrnd,badger,<b><font size=6>Color can be transferred from one object to another.</font></b>,z,Mechanics,Momentum,FALSE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,7481,survey-text,110,2.0.0,755538,pt0qmzpyrnd,badger,NA,"{""reflection1"":""people's knowledge""}",NA,NA,NA,NA,NA,NA,people's knowledge,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
NA,2290,survey-text,111,2.0.0,757831,pt0qmzpyrnd,badger,NA,"{""reflection2"":""nsi]""}",NA,NA,NA,NA,NA,NA,NA,nsi],/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt0qmzpyrnd_1732234121193.csv
TRUE,1626,fullscreen,0,null,2651,pt7kex0zrde,gorilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,2189,html-keyboard-response,1,2.0.0,4846,pt7kex0zrde,gorilla,This trial will be in fullscreen mode. Press any key to begin.,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,851,html-keyboard-response,2,2.0.0,6205,pt7kex0zrde,gorilla,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,4363,survey-text,3,2.0.0,11081,pt7kex0zrde,gorilla,NA,"{""participant_id"":""gorilla""}",NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,5707,html-keyboard-response,4,2.0.0,17292,pt7kex0zrde,gorilla,"<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,NA,html-keyboard-response,5,2.0.0,19003,pt7kex0zrde,gorilla,<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Evolution</font></b>,null,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,5767,html-keyboard-response,6,2.0.0,25281,pt7kex0zrde,gorilla,<b><font size=6>Evolution requires long periods of time.</font></b>,z,Evolution,Variation,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,18772,html-keyboard-response,7,2.0.0,44563,pt7kex0zrde,gorilla,<b><font size=6>Evolution requires within-species variation.</font></b>,z,Evolution,Variation,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,5068,html-keyboard-response,8,2.0.0,50139,pt7kex0zrde,gorilla,<b><font size=6>Evolution requires differential survival.</font></b>,z,Evolution,Variation,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,3051,html-keyboard-response,9,2.0.0,53698,pt7kex0zrde,gorilla,<b><font size=6>Humans are descended from plants.</font></b>,m,Evolution,Phylogeny,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,8673,html-keyboard-response,10,2.0.0,62891,pt7kex0zrde,gorilla,<b><font size=6>Apes are more closely related to monkeys than humans.</font></b>,m,Evolution,Common ancestry,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,6276,html-keyboard-response,11,2.0.0,69677,pt7kex0zrde,gorilla,<b><font size=6>Most organisms live in temperate climates.</font></b>,m,Evolution,Selection,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,2755,html-keyboard-response,12,2.0.0,72935,pt7kex0zrde,gorilla,<b><font size=6>Most organisms have plenty to eat.</font></b>,m,Evolution,Selection,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,3506,html-keyboard-response,13,2.0.0,76959,pt7kex0zrde,gorilla,<b><font size=6>Whales are more closely related to plants than fish.</font></b>,m,Evolution,Common ancestry,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,3379,html-keyboard-response,14,2.0.0,80849,pt7kex0zrde,gorilla,<b><font size=6>Humans are descended from tree-dwelling creatures.</font></b>,z,Evolution,Phylogeny,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,3905,html-keyboard-response,15,2.0.0,85264,pt7kex0zrde,gorilla,<b><font size=6>Computer viruses evolve.</font></b>,z,Evolution,Adaptation,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,1225,html-keyboard-response,16,2.0.0,87000,pt7kex0zrde,gorilla,<b><font size=6>Individual organisms evolve.</font></b>,z,Evolution,Adaptation,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,888,html-keyboard-response,17,2.0.0,88391,pt7kex0zrde,gorilla,<b><font size=6>Biological species evolve.</font></b>,z,Evolution,Adaptation,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,2792,html-keyboard-response,18,2.0.0,91694,pt7kex0zrde,gorilla,<b><font size=6>Most organisms die before leaving offspring.</font></b>,m,Evolution,Selection,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,3901,html-keyboard-response,19,2.0.0,96108,pt7kex0zrde,gorilla,<b><font size=6>Whales are more closely related to humans than fish.</font></b>,z,Evolution,Common ancestry,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,4014,html-keyboard-response,20,2.0.0,100630,pt7kex0zrde,gorilla,<b><font size=6>Evolution requires climate stability.</font></b>,m,Evolution,Variation,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,2070,html-keyboard-response,21,2.0.0,103211,pt7kex0zrde,gorilla,<b><font size=6>Humans are descended from sea-dwelling creatures.</font></b>,z,Evolution,Phylogeny,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,2898,html-keyboard-response,22,2.0.0,106624,pt7kex0zrde,gorilla,<b><font size=6>Inanimate objects evolve.</font></b>,m,Evolution,Adaptation,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,3598,html-keyboard-response,23,2.0.0,110730,pt7kex0zrde,gorilla,<b><font size=6>Most organisms are adapted to their environment.</font></b>,z,Evolution,Selection,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,1436,html-keyboard-response,24,2.0.0,112677,pt7kex0zrde,gorilla,<b><font size=6>Humans are descended from chimpanzees.</font></b>,m,Evolution,Phylogeny,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,3095,html-keyboard-response,25,2.0.0,116275,pt7kex0zrde,gorilla,<b><font size=6>Humans are more closely related to apes than monkeys.</font></b>,z,Evolution,Common ancestry,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,NA,html-keyboard-response,26,2.0.0,118497,pt7kex0zrde,gorilla,<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Matter</font></b>,null,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,4869,html-keyboard-response,27,2.0.0,123878,pt7kex0zrde,gorilla,<b><font size=6>A grain of sand can be cut in half.</font></b>,z,Matter,Divisibility,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,4570,html-keyboard-response,28,2.0.0,128962,pt7kex0zrde,gorilla,<b><font size=6>A pound of steel weighs more than a ton of steel.</font></b>,m,Matter,Weight,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,3625,html-keyboard-response,29,2.0.0,133090,pt7kex0zrde,gorilla,<b><font size=6>A liter of water weighs more than a liter of ice.</font></b>,m,Matter,Weight,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,11176,html-keyboard-response,30,2.0.0,144771,pt7kex0zrde,gorilla,<b><font size=6>A cold penny is denser than a hot penny.</font></b>,z,Matter,Density,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,5418,html-keyboard-response,31,2.0.0,150694,pt7kex0zrde,gorilla,<b><font size=6>Foam is denser than brick.</font></b>,m,Matter,Density,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,3928,html-keyboard-response,32,2.0.0,155133,pt7kex0zrde,gorilla,<b><font size=6>Steel is denser than foam.</font></b>,z,Matter,Density,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,3165,html-keyboard-response,33,2.0.0,158809,pt7kex0zrde,gorilla,<b><font size=6>A liter of water weighs more than a liter of air.</font></b>,z,Matter,Weight,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,1388,html-keyboard-response,34,2.0.0,160702,pt7kex0zrde,gorilla,<b><font size=6>Ice is denser than water.</font></b>,z,Matter,Density,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,1270,html-keyboard-response,35,2.0.0,162484,pt7kex0zrde,gorilla,<b><font size=6>A shadow can be cut in half.</font></b>,m,Matter,Divisibility,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,2657,html-keyboard-response,36,2.0.0,165652,pt7kex0zrde,gorilla,<b><font size=6>Air is composed of matter.</font></b>,z,Matter,Mass,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,1579,html-keyboard-response,37,2.0.0,167736,pt7kex0zrde,gorilla,<b><font size=6>Fire is composed of matter.</font></b>,z,Matter,Mass,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,1002,html-keyboard-response,38,2.0.0,169255,pt7kex0zrde,gorilla,<b><font size=6>Rocks are composed of matter.</font></b>,z,Matter,Mass,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,938,html-keyboard-response,39,2.0.0,170702,pt7kex0zrde,gorilla,<b><font size=6>Numbers are composed of matter.</font></b>,m,Matter,Mass,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,2385,html-keyboard-response,40,2.0.0,173591,pt7kex0zrde,gorilla,<b><font size=6>Atoms are mostly empty space.</font></b>,m,Matter,Atom,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,1067,html-keyboard-response,41,2.0.0,175164,pt7kex0zrde,gorilla,<b><font size=6>A log can be cut in half.</font></b>,z,Matter,Divisibility,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,1533,html-keyboard-response,42,2.0.0,177200,pt7kex0zrde,gorilla,<b><font size=6>An idea can be cut in half.</font></b>,m,Matter,Divisibility,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,7277,html-keyboard-response,43,2.0.0,184979,pt7kex0zrde,gorilla,<b><font size=6>A pound of steel weighs more than a pound of feathers.</font></b>,z,Matter,Weight,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
NA,1790,html-keyboard-response,44,2.0.0,187282,pt7kex0zrde,gorilla,<b><font size=6>Atoms are visible to the naked eye.</font></b>,m,Matter,Atom,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pt7kex0zrde_1732225368017.csv
